"Word","Length","Log_Freq_HAL"
"vale","4","8.28"
"valence","7","6.10"
"valentine","9","7.82"
"Valerie","7","7.46"
"valiant","7","7.82"
"valid","5","10.13"
"validate","8","7.37"
"validated","9","7.03"
"validating","10","6.28"
"validation","10","7.79"
"validity","8","8.51"
"valley","6","10.13"
"valleys","7","6.66"
"valor","5","7.13"
"valuable","8","9.65"
"valuation","9","6.63"
"value","5","11.33"
"valued","6","7.92"
"values","6","10.43"
"valve","5","8.44"
"valves","6","7.35"
"vamp","4","6.54"
"vampire","7","9.50"
"vampires","8","8.16"
"van","3","10.73"
"vandalism","9","6.22"
"vanguard","8","7.40"
"vanilla","7","8.14"
"vanish","6","7.24"
"vanished","8","7.54"
"vanishes","8","6.40"
"vanishing","9","6.92"
"vanity","6","7.12"
"vantage","7","6.64"
"vapor","5","8.09"
"variability","11","6.52"
"variable","8","9.94"
"variables","9","9.45"
"variance","8","7.28"
"variant","7","8.48"
"variations","10","8.82"
"variation","9","8.70"
"varied","6","8.26"
"varies","6","8.72"
"varieties","9","7.86"
"variety","7","10.33"
"various","7","11.39"
"variously","9","6.16"
"varnish","7","6.02"
"varsity","7","6.25"
"vary","4","9.39"
"varying","7","8.46"
"vase","4","6.29"
"vaseline","8","6.49"
"vast","4","9.53"
"vastly","6","7.98"
"vat","3","7.69"
"Vatican","7","7.67"
"vault","5","9.15"
"vaults","6","6.08"
"veal","4","6.81"
"vector","6","10.59"
"vectors","7","7.84"
"veg","3","6.45"
"vegan","5","7.42"
"Vegas","5","8.97"
"vegetable","9","8.10"
"vegetables","10","8.39"
"vegetarian","10","8.38"
"vegetation","10","6.69"
"vehemently","10","6.74"
"vehicle","7","9.53"
"vehicles","8","9.13"
"veil","4","7.53"
"veiled","6","6.64"
"vein","4","7.68"
"veins","5","7.27"
"velocities","10","6.92"
"velocity","8","8.87"
"velvet","6","7.71"
"vendetta","8","6.51"
"vending","7","6.63"
"vendor","6","9.43"
"vendors","7","9.68"
"veneer","6","6.30"
"venerable","9","6.49"
"Venezuela","9","7.71"
"vengeance","9","7.60"
"Venice","6","7.13"
"venom","5","8.43"
"venomous","8","6.65"
"vent","4","7.63"
"vented","6","6.30"
"ventilation","11","6.94"
"vents","5","6.56"
"venture","7","8.90"
"ventured","8","6.39"
"ventures","8","7.53"
"venue","5","8.08"
"Venus","5","8.47"
"Vera","4","7.48"
"veracity","8","6.60"
"verb","4","7.65"
"verbal","6","8.77"
"verbally","8","7.02"
"verbatim","8","7.41"
"verbose","7","7.01"
"verbs","5","6.82"
"verdict","7","7.47"
"verge","5","7.38"
"verified","8","8.40"
"verify","6","9.15"
"verily","6","6.41"
"verification","12","8.58"
"veritable","9","6.19"
"vermin","6","6.48"
"Vermont","7","8.10"
"Veronica","8","7.58"
"Versailles","10","6.64"
"versatile","9","7.63"
"versatility","11","6.47"
"verse","5","8.77"
"versed","6","6.78"
"verses","6","8.17"
"version","7","12.32"
"versions","8","10.77"
"versus","6","8.95"
"vertex","6","6.66"
"vertical","8","9.16"
"vertigo","7","7.64"
"verve","5","6.21"
"very","4","13.28"
"vessel","6","8.26"
"vessels","7","7.81"
"vest","4","7.12"
"vested","6","7.48"
"vests","5","6.21"
"vet","3","8.93"
"veteran","7","8.89"
"veterans","8","8.45"
"veterinarian","12","6.79"
"veterinarians","13","6.21"
"veterinary","10","7.58"
"veto","4","8.02"
"vetoed","6","6.18"
"vexing","6","6.57"
"via","3","11.78"
"viability","9","7.13"
"viable","6","8.60"
"vial","4","6.44"
"vibes","5","6.53"
"vibrant","7","6.74"
"vibrate","7","6.30"
"vibrating","9","6.98"
"vibration","9","7.56"
"vibrato","7","6.20"
"vibrator","8","7.00"
"unlucky","7","7.02"
"unmarked","8","6.75"
"unmarried","9","7.01"
"unmatched","9","6.10"
"unmistakable","12","6.14"
"unmodified","10","6.69"
"unnamed","7","7.28"
"unnatural","9","7.45"
"unnecessarily","13","7.24"
"unnecessary","11","8.74"
"unneeded","8","6.56"
"unnoticed","9","6.87"
"uno","3","8.35"
"unofficial","10","8.58"
"unopened","8","8.44"
"unorthodox","10","6.16"
"unpack","6","7.24"
"unpacking","9","6.09"
"unpaid","6","6.59"
"unparalleled","12","6.70"
"unplayable","10","6.10"
"unpleasant","10","8.02"
"unpopular","9","7.31"
"unprecedented","13","7.65"
"unpublished","11","7.25"
"unprepared","10","6.26"
"unpredictable","13","7.47"
"unreadable","10","7.36"
"unproductive","12","6.32"
"unprofessional","14","6.32"
"unprotected","11","7.03"
"unreal","6","6.86"
"unqualified","11","6.55"
"unquestionably","14","6.20"
"unrealistic","11","7.58"
"unreasonable","12","8.31"
"unsolved","8","6.55"
"unrecognized","12","6.19"
"unrelated","9","8.28"
"unreleased","10","7.22"
"unreliable","10","7.89"
"unrest","6","7.08"
"unresolved","10","7.02"
"unresponsive","12","6.20"
"unrestricted","12","7.13"
"unsafe","6","7.43"
"unsatisfactory","14","6.41"
"unscientific","12","6.32"
"unscrupulous","12","6.53"
"unseen","6","7.63"
"unsettled","9","6.13"
"unsigned","8","8.66"
"unskilled","9","6.65"
"unspeakable","11","6.62"
"unspecified","11","6.76"
"unspoken","8","6.09"
"unstable","8","8.71"
"unsuccessful","12","7.57"
"unsuccessfully","14","6.65"
"unsuitable","10","6.68"
"unsupported","11","7.83"
"unsure","6","8.08"
"unsurpassed","11","6.05"
"unsuspecting","12","6.95"
"untapped","8","6.86"
"unthinkable","11","6.40"
"untie","5","6.07"
"untied","6","6.24"
"until","5","12.05"
"unto","4","8.89"
"untold","6","6.76"
"untouched","9","7.09"
"unwanted","8","8.25"
"untrained","9","6.40"
"untreated","9","6.30"
"untrue","6","7.77"
"unused","6","8.40"
"unusual","7","9.45"
"unusually","9","7.55"
"unveiled","8","6.35"
"unwarranted","11","7.07"
"unwed","5","6.13"
"unwelcome","9","6.50"
"unwilling","9","8.08"
"unwillingness","13","6.54"
"unwise","6","6.61"
"unwitting","9","6.00"
"unwittingly","11","6.07"
"upgraded","8","9.24"
"unworkable","10","6.05"
"unworthy","8","6.65"
"unwritten","9","6.06"
"unzip","5","7.97"
"up","2","13.74"
"upbeat","6","6.34"
"upbringing","10","6.77"
"upcoming","8","9.11"
"update","6","10.58"
"updated","7","10.34"
"upgrade","7","10.47"
"upgrading","9","8.81"
"upheaval","8","6.40"
"upheld","6","6.98"
"uphill","6","6.72"
"uphold","6","7.35"
"upholding","9","6.18"
"upkeep","6","7.54"
"upmost","6","6.61"
"upon","4","11.27"
"upper","5","10.19"
"uppercut","8","7.04"
"upright","7","7.84"
"uprising","8","6.91"
"uproar","6","6.55"
"ups","3","9.21"
"upset","5","9.34"
"upsets","6","6.52"
"upsetting","9","6.64"
"upshot","6","6.07"
"upside","6","8.01"
"upstairs","8","7.88"
"upstate","7","6.97"
"upstream","8","7.05"
"uptake","6","6.01"
"uptight","7","6.41"
"uptown","6","6.39"
"upward","6","8.07"
"undergo","7","7.41"
"undergoing","10","7.35"
"undergone","9","6.83"
"undergrad","9","7.36"
"undergraduate","13","8.46"
"undergraduates","14","6.21"
"underground","11","9.39"
"underline","9","6.72"
"underlined","10","6.86"
"underlying","10","8.72"
"undermine","9","7.36"
"undermined","10","6.12"
"undermining","11","6.34"
"underneath","10","8.56"
"underpants","10","6.48"
"underrated","10","6.77"
"underscore","10","6.53"
"underside","9","7.07"
"understand","10","11.59"
"understandable","14","8.02"
"understandably","14","6.61"
"understands","11","8.40"
"understanding","13","10.59"
"understatement","14","6.57"
"understood","10","9.51"
"undertake","9","7.17"
"undertaken","10","7.35"
"undertaker","10","6.32"
"undertaking","11","7.23"
"undertow","8","7.37"
"underwater","10","7.82"
"underway","8","7.84"
"underwear","9","8.13"
"underwent","9","6.29"
"underwood","9","6.95"
"underworld","10","8.66"
"undesirable","11","7.37"
"undetectable","12","6.05"
"undid","5","6.07"
"undetected","10","6.19"
"undisputed","10","6.09"
"undo","4","7.78"
"undoing","7","7.68"
"undone","6","6.54"
"undoubtedly","11","8.15"
"undress","7","6.36"
"undressed","9","6.27"
"undue","5","6.99"
"unduly","6","6.06"
"unearthed","9","6.03"
"uneasy","6","6.68"
"uneducated","10","7.12"
"unemployed","10","7.82"
"unemployment","12","8.53"
"unequal","7","6.66"
"uneven","6","7.12"
"unequivocally","13","6.21"
"unexpected","10","8.36"
"unexpectedly","12","7.00"
"unexplained","11","6.93"
"unfair","6","8.76"
"unfamiliar","10","8.07"
"unfavorable","11","6.21"
"unfinished","10","7.21"
"unfit","5","6.69"
"unfold","6","6.37"
"unfolding","9","6.23"
"unforgettable","13","6.52"
"unfortunate","11","8.71"
"unfortunately","13","10.71"
"unfounded","9","7.24"
"unfriendly","10","6.61"
"unhappy","7","8.24"
"unions","6","8.30"
"unhappiness","11","6.20"
"unhealthy","9","7.15"
"unheard","7","6.91"
"unholy","6","8.28"
"unicorn","7","8.17"
"unified","7","8.07"
"unidentified","12","7.25"
"unification","11","7.87"
"uniform","7","9.00"
"uniformed","9","6.36"
"uniformity","10","6.18"
"uniformly","9","6.94"
"uniforms","8","7.89"
"unify","5","7.04"
"unifying","8","6.24"
"unilateral","10","6.42"
"unilaterally","12","6.26"
"unity","5","8.56"
"union","5","10.33"
"unimportant","11","7.45"
"unimpressed","11","6.04"
"uninformed","10","7.38"
"uniting","7","6.20"
"units","5","10.15"
"unintended","10","6.34"
"uninteresting","13","6.48"
"uninterrupted","13","6.25"
"unionist","8","6.24"
"union's","7","6.19"
"unique","6","10.12"
"uniquely","8","7.26"
"uniqueness","10","6.55"
"unisex","6","6.26"
"unison","6","6.76"
"unit","4","10.66"
"turnkey","7","6.55"
"Unitarian","9","6.17"
"unite","5","7.74"
"united","6","11.32"
"universal","9","9.77"
"universally","11","7.88"
"universe","8","10.47"
"universities","12","9.08"
"university","10","12.38"
"university's","12","7.36"
"unjust","6","7.49"
"unjustified","11","6.48"
"unknowingly","11","6.24"
"unknown","7","10.01"
"unlawful","8","7.22"
"unleash","7","6.46"
"unleashed","9","7.07"
"unless","6","11.49"
"turning","7","9.85"
"unlike","6","9.81"
"unlikely","8","9.43"
"unlimited","9","10.13"
"unlisted","8","6.54"
"unload","6","7.54"
"unloaded","8","6.83"
"unloading","9","6.50"
"unlock","6","7.32"
"unlocked","8","6.70"
"turnaround","10","7.09"
"turned","6","10.84"
"turner","6","8.66"
"turnout","7","6.67"
"turnover","8","7.14"
"turnpike","8","6.88"
"turns","5","10.17"
"turntable","9","6.56"
"turret","6","6.37"
"turtle","6","8.41"
"turtles","7","7.36"
"tutor","5","8.59"
"tutorial","8","8.77"
"tutorials","9","8.13"
"tutoring","8","6.62"
"tutors","6","6.34"
"tuxedo","6","6.45"
"Twain","5","8.07"
"tweak","5","7.28"
"twelfth","7","6.23"
"twelve","6","8.82"
"twenties","8","6.73"
"twentieth","9","7.37"
"twenty","6","9.28"
"twice","5","10.74"
"twiddle","7","8.46"
"twilight","8","7.87"
"twin","4","8.98"
"twinkle","7","6.23"
"twins","5","8.23"
"twist","5","9.15"
"twisted","7","8.84"
"twister","7","8.72"
"twisting","8","7.65"
"twists","6","6.99"
"twit","4","7.31"
"twitch","6","6.67"
"twitching","9","6.35"
"two","3","13.03"
"tycoon","6","6.54"
"tying","5","7.47"
"Tyler","5","7.88"
"type","4","11.97"
"typed","5","8.64"
"typeface","8","6.79"
"types","5","10.73"
"typeset","7","6.39"
"typesetting","11","6.95"
"typewriter","10","7.01"
"typhoon","7","7.43"
"typical","7","10.00"
"typically","9","9.65"
"typing","6","9.40"
"typography","10","6.18"
"tyrannical","10","6.29"
"tyranny","7","7.90"
"tyrant","6","6.77"
"tyrants","7","7.03"
"Tyson","5","7.35"
"Uganda","6","6.04"
"ugh","3","7.57"
"ubiquitous","10","6.82"
"ugly","4","9.35"
"Ukrainian","9","7.89"
"Ukrainians","10","6.39"
"ultimate","8","9.70"
"ultimately","10","9.07"
"ultrasonic","10","6.34"
"ultraviolet","11","7.08"
"umbrella","8","7.57"
"umpire","6","6.96"
"unable","6","10.09"
"unabridged","10","6.16"
"unacceptable","12","8.15"
"unaffected","10","6.74"
"unambiguous","11","6.58"
"unanimous","9","6.82"
"unanimously","11","6.44"
"unanswered","10","7.18"
"unarmed","7","7.22"
"unaware","7","8.26"
"unattached","10","6.25"
"unattended","10","6.82"
"unattractive","12","6.39"
"unauthorized","12","7.96"
"unavailable","11","8.23"
"unavoidable","11","6.86"
"unbalanced","10","7.24"
"unbearable","10","6.90"
"unbeatable","10","6.45"
"unbelievable","12","8.06"
"unbelievably","12","7.31"
"unbiased","8","7.52"
"unborn","6","7.25"
"unbroken","8","6.14"
"unbreakable","11","6.27"
"uncanny","7","8.31"
"uncertain","9","7.96"
"uncertainties","13","6.18"
"uncertainty","11","7.97"
"unchallenged","12","6.83"
"unchanged","9","7.61"
"undercut","8","6.07"
"unchecked","9","6.56"
"uncle","5","9.29"
"unclean","7","6.40"
"unclear","7","8.29"
"uncles","6","6.13"
"uncomfortable","13","8.62"
"uncommon","8","9.87"
"unconditional","13","7.10"
"unconscious","11","7.90"
"unconsciously","13","6.44"
"unconstitutional","16","8.19"
"uncontrolled","12","6.97"
"uncontrollable","14","6.53"
"unconventional","14","6.81"
"uncover","7","6.85"
"uncovered","9","7.57"
"underage","8","6.28"
"uncut","5","7.14"
"undecided","9","7.04"
"undefined","9","8.19"
"undeniable","10","6.77"
"under","5","12.43"
"undercover","10","8.05"
"traumatic","9","7.17"
"travel","6","10.74"
"underestimate","13","7.33"
"underestimated","14","6.32"
"transplantation","15","6.62"
"transplanted","12","6.40"
"transport","9","9.47"
"transportation","14","9.19"
"transported","11","7.40"
"transporter","11","7.61"
"transporting","12","6.74"
"transports","10","7.22"
"transsexual","11","6.03"
"trap","4","9.15"
"trapdoor","8","6.21"
"trapped","7","8.35"
"trapper","7","6.04"
"trapping","8","6.70"
"traps","5","7.81"
"trash","5","9.19"
"trashcan","8","6.20"
"trashy","6","6.21"
"trauma","6","7.93"
"traveled","8","7.72"
"traveler","8","7.63"
"travelers","9","7.60"
"traveling","9","8.69"
"travelled","9","7.56"
"traveller","9","7.48"
"travellers","10","7.19"
"travelling","10","8.59"
"travels","7","8.43"
"traverse","8","6.88"
"travesty","8","6.32"
"tray","4","8.13"
"trays","5","6.86"
"treachery","9","6.31"
"tread","5","8.13"
"treason","7","7.39"
"treasure","8","8.41"
"treasurer","9","7.13"
"treasures","9","7.50"
"treasury","8","8.42"
"treat","5","9.65"
"treated","7","9.69"
"treaties","8","7.53"
"treating","8","8.41"
"treatise","8","6.67"
"treatment","9","10.16"
"treatments","10","8.32"
"treats","6","7.95"
"treaty","6","8.88"
"treble","6","6.78"
"tree","4","10.21"
"trees","5","9.60"
"trek","4","10.31"
"tremble","7","6.30"
"trembled","8","6.10"
"trembling","9","7.19"
"tremendous","10","8.90"
"tremor","6","6.44"
"trench","6","7.56"
"tremendously","12","7.48"
"trenches","8","6.32"
"trend","5","9.07"
"trends","6","8.50"
"trendy","6","6.85"
"Trenton","7","6.56"
"triad","5","7.27"
"trial","5","9.89"
"trials","6","8.78"
"triangle","8","8.60"
"triangles","9","7.00"
"triangular","10","6.74"
"tribal","6","7.88"
"tribe","5","8.41"
"tribes","6","8.03"
"tribunal","8","7.78"
"tribune","7","7.67"
"tribute","7","8.08"
"trick","5","9.66"
"tricked","7","6.50"
"trickery","8","6.12"
"trickle","7","7.37"
"tricks","6","9.03"
"tricky","6","8.41"
"trident","7","8.27"
"tried","5","11.69"
"tries","5","9.61"
"trigger","7","8.94"
"triggered","9","7.83"
"trillion","8","7.90"
"trilogy","7","8.20"
"trim","4","8.33"
"trimester","9","6.55"
"trimmed","7","7.74"
"trimming","8","6.90"
"Trinidad","8","6.84"
"trinity","7","8.25"
"trio","4","7.96"
"trip","4","10.25"
"trophy","6","7.69"
"tripe","5","6.68"
"triple","6","8.78"
"tripled","7","6.47"
"tripod","6","6.95"
"Tripoli","7","6.14"
"tripped","7","6.57"
"tripping","8","7.17"
"trips","5","8.83"
"Trish","5","6.78"
"trite","5","6.32"
"triumph","7","8.15"
"triumphant","10","6.05"
"trivia","6","8.28"
"trivial","7","8.79"
"Trojan","6","7.08"
"troll","5","9.34"
"trolls","6","7.45"
"trombone","8","6.56"
"trombonist","10","6.18"
"troop","5","7.74"
"trooper","7","7.48"
"troopers","8","7.18"
"troops","6","9.38"
"trophies","8","6.39"
"tropical","8","8.98"
"trot","4","6.76"
"trouble","7","10.81"
"troubled","8","7.49"
"troublemaker","12","6.19"
"troubles","8","8.38"
"troublesome","11","6.95"
"troubling","9","6.61"
"trough","6","6.90"
"trousers","8","7.18"
"trout","5","7.57"
"Troy","4","8.67"
"truce","5","6.84"
"truck","5","9.23"
"trucking","8","6.23"
"trucks","6","8.42"
"truly","5","10.33"
"Truman","6","7.47"
"trump","5","6.68"
"trumpet","7","8.88"
"truncate","8","6.26"
"truncated","9","7.47"
"trunk","5","8.09"
"trunks","6","6.90"
"trust","5","10.29"
"trusted","7","8.31"
"trustee","7","6.49"
"trustees","8","6.20"
"trusting","8","7.35"
"trusts","6","7.01"
"trustworthy","11","7.06"
"trusty","6","6.80"
"truth","5","10.87"
"truthful","8","7.09"
"truthfully","10","6.49"
"truths","6","7.82"
"try","3","12.52"
"trying","6","11.98"
"tsar","4","6.31"
"tsunami","7","7.98"
"tub","3","7.86"
"tuba","4","6.03"
"tube","4","9.59"
"tuberculosis","12","6.55"
"tubes","5","8.85"
"tubing","6","7.79"
"tubular","7","6.32"
"tuck","4","6.91"
"tucked","6","7.04"
"tucker","6","8.10"
"Tucson","6","8.18"
"Tudor","5","6.29"
"Tuesday","7","9.53"
"tufts","5","6.81"
"tug","3","7.07"
"tugged","6","6.18"
"tugging","7","6.01"
"tuition","7","8.20"
"Tulane","6","6.86"
"tulip","5","6.11"
"Tulsa","5","7.39"
"tumble","6","6.34"
"tumbling","8","6.31"
"tummy","5","6.85"
"tumor","5","7.33"
"tumors","6","6.83"
"tuna","4","7.37"
"tundra","6","8.55"
"tune","4","9.41"
"tuned","5","8.54"
"tuner","5","7.58"
"tunes","5","8.57"
"tuning","6","8.86"
"Tunisia","7","6.42"
"tunnel","6","8.92"
"tunnels","7","7.32"
"turbine","7","6.94"
"turbines","8","6.01"
"turbulent","9","6.42"
"turd","4","6.35"
"turf","4","7.03"
"turbulence","10","6.63"
"Turk","4","7.76"
"turkey","6","9.53"
"turkeys","7","6.02"
"Turkish","7","9.42"
"Turks","5","8.30"
"turmoil","7","6.96"
"turn","4","11.40"
"tomcat","6","6.03"
"tome","4","8.69"
"tomes","5","6.31"
"Tommy","5","8.70"
"tomorrow","8","9.59"
"tomorrow's","10","6.76"
"Tom's","5","6.93"
"ton","3","9.37"
"tonal","5","6.40"
"tone","4","9.60"
"toner","5","7.50"
"tones","5","8.08"
"tong","4","7.12"
"tongue","6","9.61"
"tongues","7","7.63"
"tonic","5","6.24"
"tonight","7","9.50"
"tonight's","9","6.70"
"tons","4","9.29"
"Tony","4","10.22"
"too","3","12.87"
"took","4","11.38"
"tool","4","10.41"
"tooling","7","6.70"
"tools","5","11.01"
"tooth","5","8.05"
"toothbrush","10","6.33"
"toothpaste","10","6.57"
"top","3","11.67"
"topaz","5","6.15"
"topic","5","10.45"
"topical","7","7.30"
"topics","6","10.27"
"topless","7","6.78"
"topped","6","7.03"
"topping","7","6.60"
"tops","4","8.28"
"torch","5","7.79"
"torches","7","6.01"
"tore","4","7.39"
"Tories","6","6.08"
"Torino","6","6.30"
"torment","7","7.90"
"tormented","9","6.10"
"torn","4","8.33"
"tornado","7","7.42"
"Toronto","7","9.92"
"torpedo","7","7.32"
"torpedoes","9","6.78"
"torque","6","8.09"
"torso","5","7.98"
"tort","4","6.91"
"tortoise","8","7.81"
"torture","7","8.92"
"tortured","8","7.89"
"tortures","8","6.17"
"Tory","4","6.77"
"toss","4","8.40"
"tossed","6","8.15"
"tosses","6","6.62"
"tossing","7","7.35"
"tot","3","7.74"
"total","5","11.16"
"totaling","8","6.47"
"totalitarian","12","7.47"
"totality","8","6.59"
"totally","7","10.56"
"totals","6","7.89"
"tote","4","6.88"
"Toto","4","6.73"
"touch","5","10.46"
"touchdown","9","6.23"
"touched","7","8.83"
"touches","7","7.96"
"touching","8","8.53"
"touchy","6","6.70"
"tough","5","9.76"
"tougher","7","7.64"
"toughest","8","6.84"
"toughness","9","6.93"
"tour","4","10.06"
"toured","6","6.80"
"touring","7","8.30"
"tourism","7","7.90"
"tourist","7","8.44"
"tourists","8","7.87"
"tournament","10","9.67"
"tournaments","11","8.36"
"tourney","7","8.13"
"tours","5","8.53"
"tout","4","7.90"
"tow","3","7.61"
"toward","6","10.25"
"towards","7","10.49"
"towed","5","6.20"
"towel","5","8.13"
"towels","6","7.14"
"tower","5","10.08"
"towering","8","6.20"
"towers","6","8.03"
"town","4","10.52"
"towns","5","8.37"
"Townsend","8","7.43"
"township","8","7.04"
"toxic","5","8.44"
"toxicity","8","7.17"
"toy","3","10.13"
"toxicology","10","6.40"
"toying","6","6.32"
"toys","4","9.64"
"trace","5","9.05"
"traced","6","7.81"
"tracer","6","6.72"
"traces","6","7.99"
"tracing","7","7.96"
"track","5","10.73"
"tracked","7","7.51"
"tracker","7","7.94"
"tracking","8","9.00"
"tracks","6","9.73"
"tract","5","7.42"
"traction","8","7.30"
"tractor","7","7.38"
"tracts","6","6.72"
"trade","5","11.24"
"traded","6","8.69"
"trademark","9","8.48"
"trademarks","10","8.03"
"trader","6","7.89"
"traders","7","7.92"
"trades","6","9.03"
"trading","7","9.90"
"tradition","9","9.54"
"traditional","11","10.05"
"traditions","10","8.50"
"traffic","7","10.14"
"traditionally","13","8.15"
"tragedies","9","6.22"
"tragedy","7","8.20"
"tragic","6","7.93"
"tragically","10","6.45"
"trail","5","9.31"
"trailed","7","6.06"
"trailer","7","8.37"
"trailers","8","7.20"
"trailing","8","7.69"
"trails","6","8.44"
"train","5","10.06"
"trained","7","9.35"
"trainee","7","6.24"
"trainer","7","8.16"
"training","8","10.98"
"trains","6","8.73"
"trait","5","7.64"
"traitor","7","7.08"
"traitors","8","6.47"
"traits","6","8.16"
"trajectory","10","6.81"
"tram","4","6.43"
"tramp","5","6.49"
"trample","7","6.68"
"trampled","8","6.25"
"trance","6","7.75"
"tranquility","11","7.91"
"transaction","11","8.79"
